,,M (pente),,,,,,,,,,,,,,,,,, B (ordonnée à l'origine),,,,,,,,,,,,,,,,,,
R1mc_2_ed_   200,0.074459562364193,0.033329353636476,0.022771956749839,0.021557726378445,0.021254305793510,0.021149801276829,0.021026951529752,0.020793128430048,0.020767945322778,0.020531389776954,0.020455552140447,0.020082897302815,0.020002118241944,0.019921510390053,0.019858720298713,0.019681744672431,0.019632840918819,0.019675923961456,0.019479304476585,5.960475842060350,9.773804786871810,5.094924671010000,5.057410558914110,4.911967849550400,4.801582765614410,4.716984888258730,4.685138924220970,4.622654048192560,4.613771106736830,4.581408675634920,4.489556150702360,4.395639324264320,4.353866389663640,4.308536339658240,4.273212727456730,4.234696025373480,4.183327631418550,4.054164066539820
R1mc_2_ed_   288,0.074848877867575,0.024786088451177,0.018360720121050,0.018364141959323,0.018166557239875,0.018153546756420,0.017795619952814,0.017997813613934,0.017799973395593,0.017687098373771,0.017753398189682,0.017741941772006,0.017627559456487,0.017642587999634,0.017603071021638,0.017694199930341,0.017584071870977,0.017637605359634,0.017684996986277,5.848352977086320,12.234265160237900,6.365360820101050,5.977162871621270,5.801239432997330,5.664504067492150,5.647608382416800,5.490189591261810,5.477429963221800,5.432927030853620,5.359629013455250,5.163751343575240,5.079512254476000,5.010196038104300,4.958163331455790,4.845625613178680,4.824741511151920,4.770363388743230,4.570924623748600
R1mc_2_ed_   416,0.058050640131282,0.020437244835785,0.016926963284284,0.016502264368963,0.016312459675250,0.016164654717055,0.016307511618889,0.016121269967333,0.016220207805761,0.016285030016684,0.016070989494120,0.016047661988168,0.016105875778496,0.016104526235660,0.016112188189715,0.016055495410290,0.016121434913836,0.016154041122649,0.016199239053333,12.836419875384200,14.043384104241000,6.961803664195690,6.751703949211150,6.572544019881380,6.491883155868260,6.266661449329940,6.270831748247680,6.134612448591890,6.016187467401880,6.059511030808750,5.868571733651630,5.712532664520250,5.650029731917360,5.578370589535860,5.527326693519930,5.433198485322550,5.387526111328860,5.188999923853100
R1mc_2_ed_   600,0.052657320381586,0.017433854781368,0.015303693940455,0.015097659450160,0.014935800918312,0.014909684128810,0.014819635829789,0.014780658002766,0.014686662351460,0.014655632394866,0.014757002413564,0.014718391234486,0.014652432244178,0.014628180122029,0.014674621815027,0.014741415247538,0.014779066139154,0.014749456914392,0.014968690880493,16.072411725201600,15.845418136891400,7.935765270493140,7.594466900492820,7.398539274043850,7.244865508815060,7.159386922789580,7.075198926987680,7.054739721172710,6.993826040492380,6.847903279142320,6.666134185861090,6.584598785110950,6.535837400095990,6.440910414348740,6.315774791171460,6.238619750132150,6.230276636283070,5.927328827557380
R2mc_1_ed_    67,0.072738611703863,0.031423338218114,0.019424253066428,0.019613148392090,0.019486497440878,0.019106847521005,0.019596066686204,0.019590776923219,0.019952587687930,0.019873931069998,0.020028152102539,0.019190159606354,0.019928858043986,0.019465396687841,0.019259860453001,0.019265276043317,0.019133955076667,0.019388548052769,0.019052654216064,5.978004860136150,7.595924258847300,3.570138497502960,3.430199079459060,3.300413392148760,3.233319948706100,3.126668469403190,3.049242678525660,2.972142720830940,2.934884483365390,2.885819911738890,2.822028127053080,2.680870750019150,2.663982138165570,2.635065194297880,2.576977646322000,2.539309551652460,2.491502136693990,2.374627863137170
R2mc_1_ed_    96,0.076474325486409,0.029471111647831,0.025771964643815,0.023225548366318,0.022546879052883,0.022271769945637,0.021514446448137,0.021570918409884,0.021065899373506,0.021112240006381,0.020767743777179,0.020386568699689,0.019920440611158,0.019912538586867,0.019737032510006,0.019648213598484,0.019825771259102,0.019472394469525,0.019323357371491,5.619376337011780,7.783338009594400,2.960758186073870,3.083408681933160,3.006616757396260,2.929487395941410,2.942504012257570,2.859149095805800,2.865264799015680,2.816006825472610,2.814819110973530,2.707172854092890,2.681678823570640,2.621056515859010,2.589256676825390,2.540215641025990,2.472895198138690,2.483452880685430,2.348640360216220
R2mc_1_ed_   139,0.075460339922563,0.028651086214509,0.020992314045006,0.019494524421714,0.019024556945658,0.018977927347261,0.019060767849844,0.018658756216339,0.018432868993773,0.018505551863026,0.018558830902143,0.018427797323726,0.018184951995400,0.018047613736203,0.018145162636716,0.018045103663613,0.017831261819989,0.017934109744595,0.017596484937546,5.760320330386280,7.897321544826230,3.625129619308250,3.602021010233220,3.496219530300640,3.387331517115740,3.283565337420290,3.263939640708550,3.231256021798590,3.178336477398880,3.121858000603450,2.979442075351710,2.922911741161070,2.880281070101290,2.810526589212770,2.763047921973000,2.750132010175480,2.697274457450780,2.588675628534510
R2mc_1_ed_   200,0.074459562364193,0.029389863092864,0.019303700793249,0.018981961867465,0.018545962339177,0.018354913985003,0.018093310472705,0.018043971510876,0.018072042784924,0.017781061119327,0.017660335264137,0.017614736101688,0.017336773577674,0.017390228694631,0.017279623166675,0.017110519462772,0.017149855268617,0.016983029046624,0.016897814587568,5.960475842060350,7.749566169155150,3.962852269659720,3.704533521082990,3.591938451596840,3.511934189567270,3.477056812848070,3.386896581801200,3.303421263568410,3.323234626138700,3.301557128204710,3.142054319759320,3.092547424706280,3.011758078415740,2.983634483220900,2.949964762141200,2.886413320449800,2.887490597044910,2.728409698530290
R2mc_1_ed_   288,0.074848877867575,0.024819899938967,0.016827215990189,0.016644357180992,0.016556884723924,0.016464369519687,0.016436180587600,0.016323733549535,0.016395448907259,0.016380220701259,0.016319450912550,0.016108545923292,0.016250520841610,0.016172556125367,0.016182031400537,0.016234201842772,0.016192758621071,0.016140953601435,0.016135264946140,5.848352977086320,9.065715557477520,4.676079892941020,4.377763670787160,4.164792804789460,4.056410995578190,3.954310219758330,3.882325114667390,3.786280300335860,3.726676666542320,3.687731821461870,3.575837091137520,3.405388212692590,3.362447778363740,3.299740911868700,3.202344236701260,3.162057154943090,3.130008325259440,2.948023995261380
R2mc_1_ed_   416,0.058050640131282,0.021469727326672,0.016310460219402,0.015884375090522,0.015858912836074,0.015757274885044,0.015680840457282,0.015645279565018,0.015537951204250,0.015536083941516,0.015488339696957,0.015494709581430,0.015392853751972,0.015428621915030,0.015406871609122,0.015331852263686,0.015303278050009,0.015433047829380,0.015434391554489,12.836419875384200,10.459387364192200,4.891050293588160,4.693916220422860,4.455149110135350,4.350562363589780,4.268531713970550,4.164561972226520,4.142999344787470,4.077837558595580,4.033474087148440,3.831193009351900,3.762177721982060,3.671924409864020,3.622207385097100,3.577721661600940,3.532081072504970,3.424497126434070,3.239587326188270
R2mc_1_ed_   600,0.052657320381586,0.018199273474949,0.015316032600111,0.015107818491397,0.014930028285465,0.014811213807242,0.014743659217537,0.014711366801494,0.014775093961116,0.014694953542480,0.014702978802782,0.014660159734551,0.014614635372116,0.014589582744095,0.014629148273229,0.014671968953223,0.014660330529067,0.014673881643636,0.014769990484033,16.072411725201600,12.421659675226200,5.487706865163250,5.159850179897690,5.012479840500870,4.918199010271110,4.830840457817500,4.724909630340760,4.600713690668040,4.582515798017000,4.504690623653370,4.331922917479580,4.229108749895800,4.175347912425190,4.088841386632920,3.973651647878870,3.917849585070310,3.879996837880380,3.638227968461810
R2mc_2_ed_    67,0.072738611703863,0.026975225732528,0.014280959880491,0.015929709424349,0.015848435507804,0.016252221084673,0.016163333411562,0.016254360487017,0.016124906085913,0.016198983360023,0.016072601135393,0.016181714229756,0.016299076822250,0.016372070300808,0.016637353350937,0.016514887220557,0.016296815346769,0.016689208867885,0.016315072677729,5.978004860136150,7.663313117097540,3.824760955631750,3.539182799748800,3.415991439280060,3.287131023820130,3.214656390684870,3.143382920951530,3.101274945302000,3.045030349393590,3.025771579528680,2.882520822627240,2.786050329921390,2.725998275135170,2.654261973347520,2.604162057370300,2.585785538429920,2.519732328892950,2.407763541224580
R2mc_2_ed_    96,0.076474325486409,0.024866723099233,0.021963438211908,0.019773575316003,0.019071869671015,0.018589085636572,0.018337732048712,0.017986007869899,0.017942899229378,0.017727987319677,0.017576100273224,0.017313449379881,0.017061180348207,0.017039368255243,0.016751361405854,0.016656297080789,0.016613050432594,0.016508723718797,0.016218274283360,5.619376337011780,7.865729369893780,3.087243035815700,3.170171674150040,3.106541759611880,3.062792026837790,3.005914121518450,2.977144772194820,2.926747603529330,2.898245969266810,2.881435662296820,2.773874248215280,2.712888391429510,2.661937671509480,2.643317200075520,2.590586710788070,2.555426970190790,2.537058903205400,2.417056187084040
R2mc_2_ed_   139,0.075460339922563,0.024927515685265,0.017150579494269,0.016612882884409,0.015834036015945,0.015934910482188,0.015904928955299,0.015624058151631,0.015679141224334,0.015585944892350,0.015439774938237,0.015159037623926,0.015080473639223,0.014882420741330,0.015114713667854,0.015010931409500,0.014925304453961,0.014727363527493,0.014693331578029,5.760320330386280,7.857279200435410,3.756230397567460,3.609507922141640,3.556600637666540,3.431722373297130,3.344073751502890,3.305455783034110,3.241409966230530,3.195989866665160,3.178384883860120,3.073337482293020,2.988206623978340,2.961753375943390,2.870811235657480,2.819292539097170,2.790023661220730,2.784667969796610,2.629023223125040
R2mc_2_ed_   200,0.074459562364193,0.023149675638482,0.017546383577492,0.016174846413481,0.015990148638757,0.015574638864462,0.015279489314357,0.015281910113320,0.015279895598948,0.015175643915884,0.015087750737109,0.014777352881163,0.014558410665927,0.014543398925587,0.014264475751309,0.014395545171963,0.014259426137627,0.014276451371174,0.014118732990169,5.960475842060350,8.212847209792010,3.677069580922880,3.697115216327120,3.525378113104240,3.503776696842300,3.469161679691240,3.373885390696300,3.321259091307660,3.278050061958430,3.248789724085560,3.149674430845570,3.092619218637430,3.029557739091800,3.040858818966460,2.942369786604610,2.923199324487450,2.874850401060470,2.743942940697060
R2mc_2_ed_   288,0.074848877867575,0.020867586440052,0.013932868281645,0.013965464118824,0.013694603337205,0.013656480145255,0.013720672691902,0.013674315201688,0.013482622183351,0.013453119988699,0.013460722258715,0.013473127674823,0.013462963149305,0.013372578258451,0.013432552669213,0.013256193108041,0.013282968827386,0.013365665696795,0.013280022032513,5.848352977086320,8.870088898939750,4.717761986126880,4.333417317188590,4.186495159951210,4.056206407973940,3.918100866958280,3.836872725246240,3.838873834999740,3.774136952987730,3.717373925863100,3.525291290271600,3.408108103424780,3.366754091227050,3.280452666610240,3.270503181014180,3.204419029837060,3.137156675281530,2.985491696501900
R2mc_2_ed_   416,0.058050640131282,0.018505181236923,0.013185919443242,0.012955098202309,0.013002202537832,0.012871866423469,0.012724610933138,0.012651199784376,0.012701360761373,0.012625802576889,0.012650341787233,0.012570139187634,0.012643094969429,0.012579713348428,0.012535637643006,0.012571524267848,0.012492869140034,0.012492005645792,0.012478315491349,12.836419875384200,9.852849463441540,5.028492702902600,4.753729538458640,4.474533892490170,4.382605716236890,4.332462558604030,4.262488738847840,4.163878586542400,4.118300996300610,4.054492201999770,3.900934500941940,3.749173266252880,3.696585893796820,3.653569317512360,3.555325418534160,3.533100499775210,3.500599256498750,3.319001617626160
R2mc_2_ed_   600,0.052657320381586,0.016085289368666,0.012447017389648,0.012183173821859,0.012041511086713,0.012013147314355,0.012013728157182,0.012047862426271,0.011941240304071,0.012037107020695,0.011886590702145,0.011861398579938,0.011809593283357,0.011877910493500,0.011840241763514,0.011854023125050,0.011891579069777,0.011886572403158,0.011910553719776,16.072411725201600,11.304784584395800,5.471833935058990,5.216884166728510,5.050948763161480,4.897837181705500,4.758992224178120,4.624491153711080,4.619950860923900,4.471518330017140,4.512742853052590,4.326178865559740,4.249274277896170,4.117667606753420,4.070806845207590,3.985826104213290,3.893874541929870,3.863859202079070,3.659658680569620
T_ed_    67,0.072738611703863,0.040673450859604,0.030946754972084,0.028597177789659,0.028309454667519,0.027774027889135,0.027403386497757,0.026597689322206,0.026488420381801,0.026670520682765,0.026803486739389,0.026992378535284,0.026448744853540,0.026524874985332,0.026099037298920,0.026192883013171,0.026458358229011,0.025726638428151,0.025795341039031,5.978004860136150,8.573144403806100,3.889869230131330,3.930279258820330,3.816019196473390,3.754334457454760,3.718610091571080,3.717234423944880,3.676356912472240,3.619375040122110,3.565351331511570,3.417217073217880,3.377899820473440,3.319617937674510,3.309611740936030,3.249289780111860,3.186498832371090,3.214254288509300,3.075329311353440
T_ed_    96,0.076474325486409,0.039695666455682,0.026659705891051,0.025922273241462,0.025469940230969,0.025655479726521,0.025535527629813,0.025400183694268,0.025273622162740,0.024881542904365,0.024964631199830,0.024662124904697,0.024528947433277,0.024191867099311,0.024094319555084,0.023922649083841,0.023600478358780,0.023991132073935,0.023327062945190,5.619376337011780,8.667011706582700,4.301425941910510,4.187070095447190,4.088612582382130,3.957715081065690,3.897924542893730,3.832194964226980,3.792977541502040,3.791116906848500,3.741881463309310,3.640921421754270,3.562200372818660,3.543586694732500,3.502064644344220,3.467232237327500,3.460855299913350,3.380862898514080,3.312284008362140
T_ed_   139,0.075460339922563,0.032627789908981,0.025048681677861,0.023419201442088,0.022645845668269,0.022207259725059,0.021818859217800,0.021917225512825,0.021637062903555,0.021511383199606,0.021448887001140,0.020845775964054,0.020818879629160,0.020690214562300,0.020854378947365,0.020658303019674,0.020571900452490,0.020446919584229,0.020337820733397,5.760320330386280,9.649446546574070,4.525358307543920,4.534997075560200,4.481161726597450,4.437017661268960,4.414541452163610,4.316326151447500,4.298459278528760,4.259569105810000,4.230569906927180,4.171393924503690,4.077899797590950,4.030316397377090,3.952416388817170,3.920976340246750,3.881827628887570,3.873508434583260,3.727788675801340
T_ed_   200,0.074459562364193,0.032197913056865,0.020433448546897,0.019963138460767,0.019847039738156,0.019865350001549,0.019456249379281,0.019235192477062,0.019376897631092,0.019307248830101,0.019143850293645,0.018979934966990,0.018841277373979,0.018825595799107,0.018662756381956,0.018499226262730,0.018408653480138,0.018409204171002,0.018199919495471,5.960475842060350,9.735421916997220,5.448404933736750,5.226209671824470,5.040922912619990,4.905399605970910,4.887063419867250,4.852732758600140,4.750492333021430,4.700395979711010,4.691577248426140,4.544562123916520,4.473420248627140,4.403240150015690,4.390740901899050,4.352791691635650,4.314477023357990,4.281051517228670,4.155368923386500
T_ed_   288,0.074848877867575,0.023464313316642,0.017971152790555,0.017407212749795,0.017075849783282,0.016882155706648,0.016888814379652,0.016963069738091,0.016779179907575,0.016727984633519,0.016643157984898,0.016656150883070,0.016501578539382,0.016495272413701,0.016539169243367,0.016580214082509,0.016569411344998,0.016579142778252,0.016531422893993,5.848352977086320,12.250698642181600,6.157546111563120,5.962316276584430,5.839025619623940,5.764559562902240,5.626484699760510,5.507104107423800,5.498635037394460,5.443224068326730,5.411776633345220,5.213811940085480,5.147253512990920,5.074373285012700,5.002333997812730,4.905467199539230,4.844178758278290,4.808109198340410,4.635895944612280
T_ed_   416,0.058050640131282,0.018963295568159,0.015472272515717,0.015358469049354,0.015229969372701,0.015121699053351,0.015093439694623,0.014936936590411,0.014910928855731,0.014906920288607,0.014906963802237,0.014820956342354,0.014835403687274,0.014884767192058,0.014762724873886,0.014802789481526,0.014905949476254,0.014824381207421,0.014940069906618,12.836419875384200,14.123122025550500,7.197080305895900,6.814593655967770,6.606911870425680,6.496909530673930,6.373360568732600,6.349975496858560,6.275827474961380,6.200786835810100,6.134033413332140,5.977252869023380,5.840382251467880,5.744343457215850,5.741334855516820,5.644875833548080,5.536178895675770,5.538090011806430,5.297898787360340
T_ed_   600,0.052657320381586,0.016263261575465,0.014076172898793,0.013804405617014,0.013697286508886,0.013624801766860,0.013534672859503,0.013480837103710,0.013490018329486,0.013474061602352,0.013476438140528,0.013427986118766,0.013412616389584,0.013416984839272,0.013450721984989,0.013491753208936,0.013478843582948,0.013507553654890,0.013634651751233,16.072411725201600,15.743142421166600,8.034740076050140,7.747031715371830,7.526521588714420,7.395047902568790,7.308620669804570,7.223635188879270,7.128373790708550,7.060502047563150,6.992348810357670,6.813035003175710,6.694054630081810,6.625012868887640,6.528536588854760,6.431497597102400,6.392442431659680,6.328186543325130,6.081149680591240
U_1_ec15_    67,0.002738611703863,0.029857863781005,0.053571925112513,0.046328759275599,0.050979983092120,0.041034193898510,0.045643944460031,0.041080885417444,0.040622372628907,0.039088813155705,0.039039214684421,0.037414761478327,0.036225942254129,0.035450664549936,0.034998404579536,0.034306480940527,0.033846015972186,0.033225745226691,0.031245502690120,20.978004860136100,19.571913954407000,8.612415935505290,6.151991829009940,5.537994042968340,5.798000623243170,5.143959874385920,5.269451871069840,5.119172377391070,5.075322816282770,4.956795269898600,4.623701959516750,4.443330308100600,4.311008568096240,4.196592259670500,4.048699925451290,3.924124026207310,3.872054169066370,3.496770985631910
U_1_ec15_    96,0.006474325486409,0.033645353057212,0.023960663584785,0.059509623898019,0.030672825128285,0.040212493792362,0.033629865873480,0.035207590255458,0.034240411059530,0.034398309319466,0.033595038346923,0.032327337614673,0.031929693657823,0.031226669423855,0.030961276503772,0.030617541926126,0.030660464839381,0.030433711413936,0.029412474021342,20.619376337011800,19.208314983891100,11.455097042167200,4.886628825257590,7.487481207496450,5.876883833433380,6.297311418694800,5.833288206620410,5.731840688051240,5.525611184561780,5.479436198298450,5.112094650427530,4.855770173346030,4.716512100200040,4.584156554943860,4.402838070833850,4.229936934956590,4.140089415090830,3.672741737834540
U_1_ec15_   139,0.005460339922563,0.019832414601491,0.020210021481564,0.030311055248572,0.033524308732589,0.026944175263427,0.029381881583864,0.027949506844105,0.027948747435385,0.027697668906114,0.027535654139351,0.026865481216295,0.026272329520506,0.026548169370644,0.026458194061850,0.026033855370568,0.025922450182006,0.025879317262369,0.025276095587399,20.760320330386300,21.128313429236400,11.976436294515000,8.945229867530790,7.091124986498160,7.721180108955280,6.887781234951440,6.842161800798500,6.606381931807320,6.457000202017640,6.321690603150930,5.871292689802110,5.642143788432980,5.366823607596260,5.210085014371120,5.039970502056430,4.888520972331820,4.773150202158750,4.247698340152700
U_1_ec15_   200,0.004459562364193,0.015846653925864,0.013311587505701,0.017289833769321,0.023992182180048,0.024746129149166,0.022775934947648,0.023127957905686,0.023149931604319,0.022950916611040,0.022908149646787,0.022833687639471,0.022869606245363,0.022744712505958,0.022613180908906,0.022739629456270,0.022526823120013,0.022747387678977,0.022732388871127,20.960475842060300,21.925465564361800,13.356123089687600,11.549474163381000,8.997550297006440,8.160789331807520,8.208970562194650,7.806471588482350,7.566145098020660,7.406350661032520,7.247191501663710,6.677651405166830,6.322688443461710,6.127514980533580,5.979087644959840,5.698815684915990,5.567646384730320,5.399536118837070,4.756439683407030
U_1_ec15_   288,0.004848877867575,0.011788707947018,0.011190190222300,0.012553588213044,0.014388900750472,0.016817364503757,0.018486418802352,0.018670135864034,0.018734767830921,0.018841480033733,0.018950741764355,0.019324407472654,0.019493479763868,0.019783424050630,0.019826774827747,0.019903619207324,0.020197815764703,0.020157974573068,0.020588248999628,20.848352977086300,23.094154006269500,13.967085507306800,12.913512883588700,11.763295348724200,10.444273549685200,9.444351212039980,9.090324336478130,8.837712264759330,8.589868395296960,8.386924971804110,7.688324093210210,7.295012870132110,6.980366055667850,6.781572596333670,6.515586636612470,6.238400503059630,6.145287093338950,5.373951966398900
U_1_ec15_   416,0.004354987957369,0.009055247579498,0.009985956565077,0.010211709531893,0.010674772668397,0.011223719033735,0.011934711991208,0.012734148295795,0.013261234726094,0.013841535196942,0.014106900075189,0.015312863371050,0.015890001413477,0.016245619119537,0.016548381041133,0.016932011434531,0.017189958816250,0.017365205892103,0.018594445417437,21.053811179732000,24.231273519157400,14.468046708711600,13.887734414947500,13.308372630867400,12.771230065214700,12.169861245475800,11.559695164865600,11.114702036367400,10.669845447401700,10.401963114497100,9.357126439477210,8.794059863894700,8.452092907002900,8.145384411564950,7.751775470094090,7.489668993615990,7.307078864620440,6.203374256590380
U_1_ec15_   600,0.003978075098567,0.007185269806896,0.008593087658567,0.008072551944725,0.008087405476653,0.008262942276913,0.008343202958042,0.008509058889713,0.008641457430094,0.008716445736417,0.008970421126020,0.009497766124398,0.009999182658152,0.010313243707161,0.010649058834094,0.011079492279833,0.011410131477764,0.011659618427526,0.012987445977560,21.279958895012900,25.353260182718900,15.303768052618000,15.171228967248200,14.860792945913900,14.547696119307600,14.324766665375300,14.094748808514800,13.886568413967200,13.744899123716900,13.483850483998700,12.846184787468900,12.328551117090200,12.011518154428300,11.684977735788300,11.263286962913000,10.957565396707500,10.730431343366100,9.567573920516630
U_1_ec20_    67,0.002738611703863,0.043822148923222,0.245975702859311,0.028055008000377,0.061484971299387,0.057404853564264,0.036625986759439,0.047639040903608,0.047618486967869,0.041306418236475,0.041375407415890,0.039773512645481,0.039739377507611,0.037442727170016,0.036694078150245,0.035524735886504,0.035148673084480,0.034523901418876,0.032152663151101,25.978004860136100,23.120383600579100,-6.769603344959850,8.821722446774110,4.881233234693260,5.212399055892330,6.458804999880710,5.259456894848060,5.062496694162490,5.395353359820490,5.247294135719230,4.855801486732580,4.526921446755540,4.482895229377120,4.361402588813190,4.224333716342530,4.080576811115500,4.001951858816980,3.552903388614110
U_1_ec20_    96,0.006474325486409,0.034448046985784,0.033638365071315,0.028592044687541,0.060052894786956,0.030213541880358,0.046945235228329,0.038117657400949,0.036280477660289,0.038722159822111,0.036344281066647,0.034949191481732,0.033444423223306,0.033401081753465,0.033138748635646,0.032165156805376,0.031481623792645,0.031289767054709,0.029447918981690,25.619376337011800,24.020297386573100,13.614781082687700,8.770166924806340,5.018712579886610,7.822764977547360,5.468157146867270,6.173509711103340,6.150945587690090,5.643442167599410,5.730282265246560,5.318936318452490,5.131237058048830,4.870893189365990,4.702714222214650,4.546853308130830,4.432613543131660,4.312428757777010,3.812558828877550
